cdf_offer_id,cdf_merchant_id,offer_name,merchant_description,category,tags_with_attributes,offer_url,valid_from,valid_to,online,offer_title,Tags,city,country,brand_logos,curated_image,merchant_banner_image,offer_image,Wael,Salama,Khaleed
302267,LL1415,Pizza Man,Pizza Man offers products under dining category. For more info about the brand visit store directly,dining,"{dish-speciality=[pizza, pasta], dining-type=[casual-dining], channel=[dine-in], cuisine=[italian-cuisine], customer_service_tags=[delivery-services], restaurant-type=[restaurant]}",,25-04-2024,24-04-2025,FALSE,Get 15% off on food at Pizza Man,restaurant|pizza|delivery-services|italian-cuisine|dine-in|pasta|casual-dining,Dubai,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/Pizza_Man_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/Pizza_Man_Merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/Pizza_Man_Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/Pizza_Man_Offer.webp,,,
302273,LL1416,Punjab Bistro,Punjab Bistro offers products under dining category. For more info about the brand visit store directly,dining,"{amenities=[outdoor-seating, live-music, wifi, private-dining], dish-speciality=[kebabs, biryani, curry, poultry, momos], design=[basic-design], dining-type=[casual-dining], channel=[take-away, online-order, dine-in], cuisine=[indian-cuisine, north-indian-cuisine], price_range=[average-pricing], suitable_for_tags=[couple-friendly, large-group-friendly], payment=[accepts-cards], customer_service_tags=[delivery-services, booking-and-reservations, valet-parking], restaurant-type=[restaurant]}",,25-04-2024,24-04-2025,FALSE,Get 15% off on food at Punjab Bistro,couple-friendly|indian-cuisine|take-away|kebabs|online-order|biryani|curry|north-indian-cuisine|poultry|outdoor-seating|delivery-services|booking-and-reservations|live-music|wifi|basic-design|valet-parking|restaurant|private-dining|average-pricing|dine-in|momos|large-group-friendly|casual-dining|accepts-cards,Dubai,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/Punjab_Bistro_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/Punjab_Bistro_Merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/Punjab_Bistro_Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/Punjab_Bistro_Offer.webp,,,
302263,LL1419,Roll Baby Roll,Roll Baby Roll offers products under dining category. For more info about the brand visit store directly,dining,"{amenities=[wifi], design=[basic-design], dining-type=[casual-dining], channel=[dine-in], price_range=[average-pricing], cuisine=[general], suitable_for_tags=[couple-friendly], restaurant-type=[cafe]}",,25-04-2024,24-04-2025,FALSE,Get 15% off on food at Roll Baby Roll,cafe|basic-design|casual-dining|dine-in|wifi|average-pricing|general|couple-friendly,Dubai,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/Roll_Baby_Roll_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/Roll_Baby_Roll_Merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/Roll_Baby_Roll_Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/Roll_Baby_Roll_Offer.webp,y,,
302278,LL1420,Rosmarino Italian Restaurant,Rosmarino Italian Restaurant offers products under dining category. For more info about the brand visit store directly,dining,"{amenities=[private-dining], dish-speciality=[wines, desserts], design=[modern-design], dining-type=[casual-dining], channel=[take-away, dine-in], cuisine=[italian-cuisine], price_range=[premium], suitable_for_tags=[couple-friendly, kid-friendly], payment=[accepts-cards], customer_service_tags=[delivery-services, booking-and-reservations], restaurant-type=[cafe]}",,01-05-2024,30-04-2025,FALSE,Get 20% off on food at Rosmarino Italian Restaurant,couple-friendly|take-away|wines|delivery-services|desserts|italian-cuisine|premium|cafe|booking-and-reservations|private-dining|modern-design|kid-friendly|dine-in|casual-dining|accepts-cards,Ajman,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/Rosmarino_Italian_Restaurant_Ajman_Hotel_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/Rosmarino_Italian_Restaurant_Ajman_Hotel_Merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/Rosmarino_Italian_Restaurant_Ajman_Hotel_Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/Rosmarino_Italian_Restaurant_Ajman_Hotel_Offer.webp,y,,y
302259,LL1421,Shiraz For Special Kebab,Shiraz For Special Kebab,dining,0,,30-04-2024,29-04-2025,FALSE,Get 10% off on minimum order of AED 150 at Shiraz For Special Kebab,couple-friendly|take-away|arabian-cuisine|delivery-services|middle-eastern-cuisine|basic-design|restaurant|average-pricing|air-conditioned|dine-in|large-group-friendly|casual-dining|accepts-cards,Abu Dhabi,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/Shiraz_for_Special_Kebab_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/Shiraz_for_Special_Kebab_Merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/Shiraz_for_Special_Kebab_Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/Shiraz_for_Special_Kebab_offer.webp,,,
302279,LL1425,The Avenue Bowling - Ajman Hotel,The Avenue Bowling - Ajman Hotel offers products under dining category. For more info about the brand visit store directly,dining,"{amenities=[tv, parking-available, wheelchair-access, serves-alcohol-full-bar, games, wifi], famous-for=[lunch-and-dinner], dish-speciality=[beers, wines], design=[other-design], dining-type=[casual-dining], channel=[dine-in], cuisine=[international-cuisine, american-cuisine, european-cuisine], suitable_for_tags=[couple-friendly, large-group-friendly], payment=[accepts-cards], restaurant-type=[bars-and-pubs]}",,01-05-2024,30-04-2025,FALSE,Get 20% off on food at The Avenue Bowling,couple-friendly|beers|tv|parking-available|wines|lunch-and-dinner|wheelchair-access|bars-and-pubs|serves-alcohol-full-bar|international-cuisine|games|american-cuisine|wifi|other-design|dine-in|european-cuisine|large-group-friendly|casual-dining|accepts-cards,Ajman,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/The_Avenue_Bowling_Ajman_Hotel_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/The_Bowling_Avenue_Ajman_Hotel_image.webp,https://dpimages.crayondata.com/high-res-image/resized/The_Avenue_Bowling_Ajman_Hotel_Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/The_Bowling_Avenue_Ajman_Hotel_image.webp,,,
302261,LL1427,Yalla Momos,Yalla Momos offers products under dining category. For more info about the brand visit store directly,dining,"{amenities=[outdoor-seating, air-conditioned], dish-speciality=[poultry, momos], design=[basic-design], dining-type=[casual-dining], channel=[take-away, online-order, dine-in], cuisine=[indo-chinese], price_range=[average-pricing], suitable_for_tags=[couple-friendly, kid-friendly], payment=[accepts-cards], customer_service_tags=[delivery-services, booking-and-reservations], restaurant-type=[restaurant]}",,15-04-2024,14-04-2025,FALSE,Get 15% off on minimum order of AED 100 at Yalla Momos,couple-friendly|take-away|online-order|indo-chinese|poultry|outdoor-seating|delivery-services|booking-and-reservations|basic-design|restaurant|average-pricing|kid-friendly|air-conditioned|dine-in|momos|casual-dining|accepts-cards,Dubai,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/Yalla_Momos_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/Yalla_Momos_Merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/Yalla_Momos_Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/Yalla_Momos_offer.webp,,,
302265,LL1428,Yum Momos,Yum Momos offers products under dining category. For more info about the brand visit store directly,dining,"{amenities=[outdoor-seating], dining-type=[fast-food], channel=[take-away, online-order, dine-in], cuisine=[indian-cuisine], price_range=[average-pricing], payment=[accepts-cards], customer_service_tags=[delivery-services], restaurant-type=[restaurant]}",,25-04-2024,24-04-2025,FALSE,Get 15% off on food at Yum Momos,indian-cuisine|take-away|online-order|restaurant|average-pricing|fast-food|outdoor-seating|delivery-services|dine-in|accepts-cards,Dubai,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/Yum_Momos_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/Yum_Momos_Merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/Yum_Momos_Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/Yum_Momos_Offer.webp,,,
302285,LL1429,Zala - Bab Al Shams,Zala - Bab Al Shams offers products under dining category. For more info about the brand visit store directly,dining,"{amenities=[parking-available, wheelchair-access, outdoor-seating, wifi], famous-for=[lunch-and-dinner, brunch, breakfast], dining-type=[casual-dining], channel=[dine-in], cuisine=[mediterranean-cuisine], suitable_for_tags=[couple-friendly, large-group-friendly], payment=[accepts-cards], customer_service_tags=[booking-and-reservations], restaurant-type=[restaurant], restaurant-specifics=[buffet]}",,15-04-2024,14-04-2025,FALSE,Get 15% off on food at Zala - Bab Al Shams,couple-friendly|parking-available|lunch-and-dinner|wheelchair-access|brunch|outdoor-seating|mediterranean-cuisine|booking-and-reservations|wifi|buffet|restaurant|dine-in|large-group-friendly|casual-dining|breakfast|accepts-cards,Dubai,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/Zala_Bab_Al_Shams_A_Rare_Finds_Desert_Resort_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/Zala_Bab_Al_Shams_A_Rare_Find_Desert_Resort_Merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/Zala_Bab_Al_Shams_A_Rare_Finds_Desert_Resort_Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/Zala_Bab_Al_Shams_A_Rare_Find_Desert_Resort_Offer.webp,,,
305057,LL1305,Al Hadheerah - Bab Al Shams,Al Hadheerah - Bab Al Shams offers products under dining category. For more info about the brand visit store directly,dining,validated-parking|outdoor-seating|live-cooking|serves-alcohol-full-bar|vegan|halal|valet-parking|live-entertainment|gluten-free|modern-design|highchair-available|large-group-friendly|couple-friendly|parking-available|dinner|wheelchair-access|vegetarian-friendly|middle-eastern-cuisine|booking-and-reservations|live-music|wifi|buffet|restaurant|private-dining|dine-in|seafood|barbeque|casual-dining|accepts-cards,,15-04-2024,14-04-2025,FALSE,Get 15% off on food at Al Hadheerah - Bab Al Shams,validated-parking|outdoor-seating|live-cooking|serves-alcohol-full-bar|vegan|halal|valet-parking|live-entertainment|gluten-free|modern-design|highchair-available|large-group-friendly|couple-friendly|parking-available|dinner|wheelchair-access|vegetarian-friendly|middle-eastern-cuisine|booking-and-reservations|live-music|wifi|buffet|restaurant|private-dining|dine-in|seafood|barbeque|casual-dining|accepts-cards,Dubai,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/Al_Hadheerah_Bab_Al_Shams_A_Rare_Finds_Desert_Resort_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/Al_Hadheerah_Bab_Al_Shams_A_Rare_Finds_Desert_Resort_Merchant001.webp,https://dpimages.crayondata.com/high-res-image/resized/Al_Hadheerah_Bab_Al_Shams_A_Rare_Finds_Desert_Resort_Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/Al_Hadheerah_Bab_Al_Shams_A_Rare_Finds_Desert_Resort_Offer001.webp,,,
305059,LL1452,Cafe on First - Ajman Hotel,Cafe on First - Ajman Hotel offers products under dining category. For more info about the brand visit store directly,dining,fast-food|average-pricing|local-cuisine|dine-in|accepts-cards|cafe|basic-design|take-away,,01-05-2024,30-04-2025,FALSE,Get 20% off on food at Cafe on First-Ajman Hotel,fast-food|average-pricing|local-cuisine|dine-in|accepts-cards|cafe|basic-design|take-away,Ajman,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/Cafe_on_First_Ajman_Hotel_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/Cafe_on_First_Ajman_Hotel__Merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/Cafe_on_First_Ajman_Hotel_Banner001.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/Cafe_on_First_Ajman_Hotel__Offer.webp,y,,
305061,LL1453,Daily Express Restaurant,Daily Express Restaurant offers products under dining category. For more info about the brand visit store directly,dining,fast-casual-dining|restaurant|couple-friendly|general|dine-in|online-order|desserts|smoothies|juice-shop|basic-design|parking-available|juices|air-conditioned|delivery-services,,15-05-2024,15-05-2025,FALSE,Get 15% off on minimum order of AED 100 at Daily Express Restaurant,fast-casual-dining|restaurant|couple-friendly|general|dine-in|online-order|desserts|smoothies|juice-shop|basic-design|parking-available|juices|air-conditioned|delivery-services,Dubai,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/Daily_Express_Restaurant_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/Daily_Express_Restaurant_Merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/Daily_Express_Restaurant_Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/Daily_Express_Restaurant_Offer.webp,,,
305063,LL1455,Khayal - Marriott Hotel Al Forsan,Khayal - Marriott Hotel Al Forsan offers products under dining category. For more info about the brand visit store directly,dining,restaurant|couple-friendly|dinner|dine-in|international-cuisine|large-group-friendly|lunch|buffet|casual-dining|local-cuisine|breakfast,,01-05-2024,30-04-2025,FALSE,Get 15% off on food at Khayal-Marriott Hotel Al Forsan,restaurant|couple-friendly|dinner|dine-in|international-cuisine|large-group-friendly|lunch|buffet|casual-dining|local-cuisine|breakfast,Abu Dhabi,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/Khayal__Marriott_Al_Forsan_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/Khayal__Marriott_Al_Forsan_Merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/Khayal_Marriott_Al_Forsan_Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/Khayal__Marriott_Al_Forsan_offer.webp,,,
305054,LL227,La Piazza Restaurant,La Piazza Restaurant offers products under dining category. For more info about the brand visit store directly,dining,validated-parking|valet-parking|accepts-cards|serves-alcohol-full-bar|modern-design|bars-and-pubs|wines|dinner|booking-and-reservations|dine-in|vegetarian-friendl|vegan|large-group-friendly|take-away|breakfast|international-cuisine|parking-available|australian-cuisine|wifi|casual-dining|lunch|luxury,,15-04-2024,14-04-2025,FALSE,Get 20% off on food at La Piazza Restaurant,validated-parking|valet-parking|accepts-cards|serves-alcohol-full-bar|modern-design|bars-and-pubs|wines|dinner|booking-and-reservations|dine-in|vegetarian-friendl|vegan|large-group-friendly|take-away|breakfast|international-cuisine|parking-available|australian-cuisine|wifi|casual-dining|lunch|luxury,Abu Dhabi,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/La_Piazza_Restaurant_Copthorne_Downtown_AUH_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/La_Piazza_Restaurant_Copthorne_Downtown_AUH_Merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/La_Piazza_Restaurant_Copthorne_Downtown_AUH_Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/La_Piazza_Restaurant_Copthorne_Downtown_AUH_Offer_logo_1.webp,,,y
305067,LL1456,"Marriott Hotel Al Forsan, Abu Dhabi","Marriott Hotel Al Forsan, Abu Dhabi offers products under dining category. For more info about the brand visit store directly",dining,hot-tub|allergy-free-room|soundproof-room|laundry-service|spa|tv|eat-outs|beachfront|business-meeting|security|bar|tour-desk|banquet-hall|shuttle-service|swimming-pool|room-service|modern-design|mini-bar|kids-and-family|sun-terrace|concierge|marriott|suite|landmark|dry-cleaning|24-by-7-support|beach|designated-smoking-area|atm|babysitting|fishing|currency-exchange|parks-and-gardens|fitness-centre|air-conditioner|double-room|sea-view|pool-bar|family-room|airport-transportation|free-internet|photocopier|non-smoking-room|restaurant|desk|free-toiletries|multilingual-staff|house-keeping|luggage-storage|5-star|couple|sauna|business-centre|king-room|public-transport|front-desk|disabled-friendly|jacuzzi,,01-05-2024,30-04-2025,FALSE,"Get 15% off on rooms at Marriott Hotel Al Forsan, Abu Dhabi",hot-tub|allergy-free-room|soundproof-room|laundry-service|spa|tv|eat-outs|beachfront|business-meeting|security|bar|tour-desk|banquet-hall|shuttle-service|swimming-pool|room-service|modern-design|mini-bar|kids-and-family|sun-terrace|concierge|marriott|suite|landmark|dry-cleaning|24-by-7-support|beach|designated-smoking-area|atm|babysitting|fishing|currency-exchange|parks-and-gardens|fitness-centre|air-conditioner|double-room|sea-view|pool-bar|family-room|airport-transportation|free-internet|photocopier|non-smoking-room|restaurant|desk|free-toiletries|multilingual-staff|house-keeping|luggage-storage|5-star|couple|sauna|business-centre|king-room|public-transport|front-desk|disabled-friendly|jacuzzi,Abu Dhabi,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/Marriott_Al_Forsan_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/Marriott_Al_Forsan_Merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/Marriott_Al_Forsan_Banner01.webp,https://dpimages.crayondata.com/high-res-image/resized/Marriott_Al_Forsan_Offer_logo_1.webp,,q1,
305065,LL1457,Nara Perfumery,Nara Perfumery offers products under retail stores category. For more info about the brand visit https://www.parfumsnajmi.com,retail stores,perfumery|regular-retail-store|24-by-7|basic-service|health-and-beauty|online-and-in-store|delivery-service|shopping-mall,https://www.naraperfumery.com,15-05-2024,14-05-2025,TRUE,Get 15% off on your purchase at Nara Perfumery,perfumery|regular-retail-store|24-by-7|basic-service|health-and-beauty|online-and-in-store|delivery-service|shopping-mall,all,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/Nara_Perfumery_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/Nara_Perfumery_Merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/Nara_Perfumery_Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/Nara_Perfumery_offer.webp,,,
305066,LL1459,Parfums Najmi,For more info visit www.parfumsnajmi.com,retail stores,local|basic-service|perfumery|health-and-beauty|regular-retail-store|in-store,https://www.parfumsnajmi.com,06-12-2024,14-05-2025,TRUE,Get  20% off on minimum order of AED 100 at Parfums Najmi,local|basic-service|perfumery|health-and-beauty|regular-retail-store|in-store,all,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/Parfums_Najmi_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/Parfums_Najmi_offer.webp,https://dpimages.crayondata.com/high-res-image/resized/Najmi_Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/Parfums_Najmi_offer.webp,,,
305055,LL125,Spaccanapoli Ristorante,Spaccanapoli Ristorante - Crowne Plaza Abu Dhabi offers products under dining category. For more info about the brand visit store directly,dining,kid-friendly|booking-and-reservations|dine-in|gluten-free|serves-alcohol-full-bar|wines|online-order|italian-cuisine|casual-dining|delivery-services|pasta|luxury|restaurant|other-design|couple-friendly|accepts-cards|pizza|valet-parking|large-group-friendly|wifi|chain-outlet|happy-hours,,15-04-2024,14-04-2025,FALSE,Get 20% off on food at Spaccanapoli Ristorante,kid-friendly|booking-and-reservations|dine-in|gluten-free|serves-alcohol-full-bar|wines|online-order|italian-cuisine|casual-dining|delivery-services|pasta|luxury|restaurant|other-design|couple-friendly|accepts-cards|pizza|valet-parking|large-group-friendly|wifi|chain-outlet|happy-hours,Abu Dhabi,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/Spaccanapoli_Ristorante_Millennium_Downtown_AUH_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/Spaccanapoli_Ristorante_Millennium_Downtown_AUH_Merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/Spaccanapoli_Ristorante_Millennium_Downtown_AUH_Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/Spaccanapoli_Ristorante_Millennium_Downtown_AUH_Offer.webp,,,y
305062,LL1462,Stay Bakery & Cafe,Stay Bakery & Cafe offers products under dining category. For more info about the brand visit store directly,dining,dine-in|bakery|cafe|general|fast-casual-dining|take-away|accepts-cards|desserts|average-pricing,,29-04-2024,28-04-2025,FALSE,Get 10% off on minimum order of AED 200 at Stay Bakery & Café,dine-in|bakery|cafe|general|fast-casual-dining|take-away|accepts-cards|desserts|average-pricing,Dubai,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/Stay_Cafe_Bakery_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/Stay_Cafe_Merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/Stay_Cafe_Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/Stay_Cafe_offer.webp,q2,,
305060,LL1463,The Coop House,The Coop House offers products under dining category. For more info about the brand visit store directly,dining,basic-design|kid-friendly|casual-dining|dine-in|large-group-friendly|breakfast|accepts-cards|average-pricing|seafood|restaurant|general|couple-friendly,,15-05-2024,14-05-2025,FALSE,Get 15% off on minimum order of AED 100 at The Coop House,basic-design|kid-friendly|casual-dining|dine-in|large-group-friendly|breakfast|accepts-cards|average-pricing|seafood|restaurant|general|couple-friendly,Dubai,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/The_Coop_House_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/The_Coop_House_Merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/The_Coop_House_Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/The_Coop_House_offer.webp,,,
305056,LL131,The Garden Restaurant,The Garden Restaurant - Crowne Plaza Abu Dhabi offers products under dining category. For more info about the brand visit store directly,dining,american-cuisine|salads|booking-and-reservations|dine-in|serves-alcohol-full-bar|casual-dining|breakfast|luxury|restaurant|other-design|couple-friendly|accepts-cards|valet-parking|large-group-friendly|chain-outlet|seafood,,15-04-2024,14-04-2025,FALSE,Get 20% off on food at The Garden Restaurant,american-cuisine|salads|booking-and-reservations|dine-in|serves-alcohol-full-bar|casual-dining|breakfast|luxury|restaurant|other-design|couple-friendly|accepts-cards|valet-parking|large-group-friendly|chain-outlet|seafood,Abu Dhabi,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/The_Garden_Restaurant_Millennium_Downtown_AUH_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/The_Garden_Restaurant_Millennium_Downtown_AUH_Merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/The_Garden_Restaurant_Millennium_Downtown_AUH_Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/The_Garden_Restaurant_Millennium_Downtown_AUH_Offer.webp,,,
305064,LL1464,The Grill-Marriott Hotel Al Forsan,The Grill-Marriott Hotel Al Forsan offers products under retail stores category. For more info about the brand visit https://www.naraperfumery.com,retail stores,international-cuisine|restaurant|booking-and-reservations|premium|dine-in|casual-dining,,01-05-2024,30-04-2025,FALSE,Get 15% off on food at The Grill-Marriott Hotel Al Forsan,international-cuisine|restaurant|booking-and-reservations|premium|dine-in|casual-dining,Abu Dhabi,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/The_Grill_Marriott_Al_Forsan_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/The_Grill_Marriott_Al_Forsan_Merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/The_Grill_Marriott_Al_Forsan_Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/The_Grill_Marriott_Al_Forsan_offer.webp,,,y
305929,LL1465,Caramalize,Caramalize offers products under dining category. For more info about the brand visit https://order.caramalize.com,dining,food|dining|take-away|kid-friendly|bakery|online-order|cafe|general|dessert-parlour|cakes|affordable|casual-dining|chain-outlet|delivery-services,,15-05-2024,14-05-2025,FALSE,Get 20% off on food at Caramalize,food|dining|take-away|kid-friendly|bakery|online-order|cafe|general|dessert-parlour|cakes|affordable|casual-dining|chain-outlet|delivery-services,Dubai,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/Caramalize_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/Caramalize_Merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/Caramalize_Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/Caramalize_Offer.webp,s6,,
305928,LL1465,Caramalize,Caramalize offers products under dining category. For more info about the brand visit https://order.caramalize.com,dining,food|dining|take-away|kid-friendly|bakery|online-order|cafe|general|dessert-parlour|cakes|affordable|casual-dining|chain-outlet|delivery-services,https://order.caramalize.com,15-05-2024,14-05-2025,TRUE,Get 20% off on food at Caramalize,food|dining|take-away|kid-friendly|bakery|online-order|cafe|general|dessert-parlour|cakes|affordable|casual-dining|chain-outlet|delivery-services,all,all,https://dpimages.crayondata.com/high-res-image/resized/Caramalize_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/Caramalize_Merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/Caramalize_Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/Caramalize_Offer.webp,y,,
305934,LL1466,Copthorne Downtown Abu Dhabi,Copthorne Downtown Abu Dhabi,dining,0,,15-04-2024,14-04-2025,FALSE,Get up to 20% off on room rates at Copthorne Downtown Abu Dhabi,airport|backpacker|studio|security|soundproof-room|fitness-centre|modern-design|zoo|room-service|free-toiletries|nature-and-wildlife|museum|non-smoking-room|swimming-pool|free-internet|millennium|club-room|jacuzzi|public-transport|airport-transportation|bar|buffet-breakfast|tv|city-view|couple|breakfast-included|valet-parking|desk|business-traveller|hot-tub|currency-exchange|kids-and-family|24-by-7-support|concierge|garden|photocopier|luggage-storage|restaurant|parks-and-gardens|banquet-hall|hotel|4-star|laundry-service|shuttle-service|beach|dry-cleaning|house-keeping|designated-smoking-area|business-centre|sauna|queen-room|bathrobe|double-room|large-group|air-conditioner|family-room|business-meeting|front-desk|bath-tub|eat-outs|sun-terrace,Abu Dhabi,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/Room_Rates_Copthorne_Downtown_AUH_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/CopthorneDowntownAbuDhabi_Img.webp,https://dpimages.crayondata.com/high-res-image/resized/Copthorne_Downtown_AUH_Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/Room_Rates_Copthorne_Downtown_AUH_Offer.webp,,q1,
305894,DP373,Dubai Crocodile Park,Dubai Crocodile Park offers products under entertainment category. For more info about the brand visit https://www.dubaicrocodilepark.com/,entertainment,0,https://www.dubaicrocodilepark.com/,21-05-2024,30-05-2025,FALSE,Get 20% discount on admission tickets at Dubai Crocodile Park,wildlife-animals|wildlife|zoos,Dubai,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/crocodile_park_logo.webp,https://dpimages.crayondata.com/high-res-image/resized/dubai_croc_merchant001.webp,https://dpimages.crayondata.com/high-res-image/resized/crocodile_park_banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/crocodile_park_offer.webp,s7,y,
